model,year,price,transmission,mileage,tax,mpg,fuelType,engineSize
 C Class,2018.0, 27990,Automatic,8400,145,57.7,Diesel,2.0
 C Class,2019.0, 26990,Semi-Auto,12043,145,56.5,Diesel,2.0
 C Class,2018.0, 25990,Automatic,12298,145,45.6,Petrol,1.5
 C Class,2019.0, 29990,Automatic,12986,145,57.7,Diesel,2.0
 C Class,2016.0, 17990,Semi-Auto,51300,30,64.2,Diesel,2.1
 C Class,2017.0, 17990,Semi-Auto,19627,145,50.4,Petrol,2.0
 C Class,2017.0, 23290,Automatic,23183,145,58.9,Diesel,2.1
 C Class,2017.0, 22290,Automatic,34587,30,65.7,Diesel,2.1
 C Class,2013.0, 9991,Manual,39187,160,46.3,Petrol,1.6
 C Class,2016.0, 17991,Automatic,29446,160,44.8,Petrol,2.0
 C Class,2018.0, 22032,Automatic,13558,145,46.3,Petrol,1.5
 C Class,2018.0, 28342,Semi-Auto,10025,145,44.1,Petrol,2.0
 C Class,2018.0, 28752,Semi-Auto,8786,145,57.7,Diesel,2.0
 C Class,2019.0, 23995,Automatic,14141,145,46.3,Petrol,1.5
 C Class,2017.0, 18299,Semi-Auto,36152,145,50.4,Petrol,2.0
 C Class,2019.0, 25499,Semi-Auto,13896,145,46.3,Petrol,1.5
 C Class,2019.0, 29999,Automatic,5283,145,57.7,Diesel,2.0
 C Class,2019.0, 26999,Semi-Auto,3218,145,58.9,Diesel,1.6
 C Class,2019.0, 30499,Semi-Auto,11159,145,54.3,Diesel,2.0
 C Class,2019.0, 25799,Automatic,7508,145,64.2,Diesel,2.0
 C Class,2017.0, 18999,Semi-Auto,9198,145,50.4,Petrol,2.0
 C Class,2019.0, 31299,Semi-Auto,4233,145,64.2,Diesel,2.0
 C Class,2019.0, 25390,Semi-Auto,7945,145,44.1,Petrol,1.6
 C Class,2019.0, 24290,Semi-Auto,5542,145,42.2,Petrol,1.6
 C Class,2019.0, 35991,Automatic,5376,145,30.4,Petrol,3.0
 C Class,2019.0, 35791,Automatic,2910,145,64.2,Diesel,2.0
 C Class,2018.0, 26492,Semi-Auto,28801,145  ,65.7,Diesel,2.1
 C Class,2020.0, 33991,Semi-Auto,1000,145,64.2,Diesel,2.0
 C Class,2020.0, 40991,Semi-Auto,1000,145,55.4,Diesel,2.0
 C Class,2020.0, 34991,Semi-Auto,1000,145,43.5,Petrol,2.0
 C Class,2015.0, 18736,Semi-Auto,27276,125,51.4,Petrol,2.0
 C Class,2019.0, 30492,Automatic,3592,145  ,44.1,Petrol,2.0
 C Class,2019.0, 27616,Automatic,5111,145,44.1,Petrol,2.0
 C Class,2016.0, 14441,Semi-Auto,49101,125,53.3,Petrol,2.0
 C Class,2019.0, 26396,Automatic,2638,145,45.6,Petrol,1.5
 C Class,2016.0, 21502,Semi-Auto,17109,30,64.2,Diesel,2.1
 C Class,2016.0, 25932,Semi-Auto,24420,160,43.5,Petrol,2.0
 C Class,2017.0, 32552,Semi-Auto,22914,145,35.8,Petrol,3.0
 C Class,2019.0, 31499,Automatic,3010,145,57.7,Diesel,2.0
 C Class,2019.0, 21749,Automatic,5184,145,44.1,Petrol,1.5
 C Class,2019.0, 28995,Automatic,4505,145,61.4,Diesel,2.0
 C Class,2018.0, 19995,Automatic,2077,145,65.7,Diesel,1.6
 C Class,2019.0, 36995,Automatic,100,145,44.1,Petrol,1.5
 C Class,2019.0, 37250,Automatic,3147,145,61.4,Diesel,2.0
 C Class,2016.0, 16750,Automatic,24909,30,64.2,Diesel,1.6
 C Class,2018.0, 23995,Automatic,14876,,,Petrol,2.0
 C Class,2017.0, 20490,Semi-Auto,50232,20,67.3,Diesel,2.1
 C Class,2019.0, 48990,Semi-Auto,800,145,29.1,Petrol,3.0
 C Class,2019.0, 32490,Automatic,2600,145,51.4,Diesel,2.0
 C Class,2020.0, 33990,Semi-Auto,100,145,57.7,Diesel,2.0
 C Class,2019.0, 28990,Automatic,5000,145,44.1,Petrol,1.6
 C Class,2019.0, 46390,Automatic,2750,145,29.7,Petrol,3.0
 C Class,2019.0, 37990,Automatic,2750,145,54.3,Diesel,2.0
 C Class,2019.0, 31990,Automatic,100,145,64.2,Diesel,2.0
 C Class,2016.0, 17590,Automatic,13020,125,50.4,Petrol,2.0
 C Class,2016.0, 17750,Semi-Auto,22090,30,64.2,Diesel,2.1
 C Class,2017.0, 16860,Semi-Auto,33964,30,64.2,Diesel,2.1
 C Class,2015.0, 13100,Automatic,63955,20,64.2,Diesel,2.1
 C Class,2016.0, 19000,Semi-Auto,37956,0,134.5,Hybrid,2.0
 C Class,2017.0, 23000,Semi-Auto,17125,145,47.1,Petrol,2.0
 C Class,2018.0, 19995,Semi-Auto,43288,150,60.1,Diesel,2.1
 C Class,2017.0, 19000,Semi-Auto,20070,145,64.2,Diesel,2.1
 C Class,2016.0, 18790,Semi-Auto,25441,0,134.5,Hybrid,2.0
 C Class,2018.0, 18700,Automatic,28629,145,60.1,Diesel,2.1
 C Class,2019.0, 31999,Automatic,4999,145,64.2,Diesel,2.0
 C Class,2019.0, 30999,Automatic,4999,145,46.3,Petrol,1.5
 C Class,2019.0, 32495,Automatic,4999,145,51.4,Diesel,2.0
 C Class,2019.0, 32499,Automatic,2767,145,55.4,Diesel,2.0
 C Class,2019.0, 38999,Automatic,4300,145,30.4,Petrol,3.0
 C Class,2019.0, 28799,Automatic,3489,145,44.8,Petrol,1.6
 C Class,2017.0, 22995,Semi-Auto,38471,145,67.3,Diesel,2.1
 C Class,2019.0, 24999,Semi-Auto,14822,145,47.1,Petrol,1.5
 C Class,2019.0, 24999,Automatic,11574,145,45.6,Petrol,1.5
 C Class,2017.0, 23295,Automatic,25876,125,58.9,Diesel,2.1
 C Class,2019.0, 31995,Semi-Auto,7992,145,57.7,Diesel,2.0
 C Class,2019.0, 28999,Semi-Auto,6700,145,56.5,Diesel,2.0
 C Class,2016.0, 21133,Semi-Auto,46080,30,65.7,Diesel,2.1
 C Class,2019.0, 31990,Automatic,20,145,46.3,Petrol,1.5
 C Class,2019.0, 34790,Automatic,3000,145,61.4,Diesel,2.0
 C Class,2019.0, 23499,Automatic,14651,145,44.1,Petrol,1.5
 C Class,2018.0, 27991,Semi-Auto,5386,150  ,65.7,Diesel,2.1
 C Class,2019.0, 36791,Automatic,6664,145,64.2,Diesel,2.0
 C Class,2019.0, 33790,Automatic,6325,145,47.1,Petrol,1.5
 C Class,2019.0, 39790,Automatic,3700,145,61.4,Diesel,2.0
 C Class,2019.0, 36791,Automatic,1765,145,46.3,Petrol,1.5
 C Class,2016.0, 21991,Semi-Auto,26483,125,60.1,Diesel,2.1
 C Class,2019.0, 23410,Semi-Auto,10218,145,44.1,Petrol,1.5
 C Class,2019.0, 23250,Semi-Auto,9169,145,44.1,Petrol,1.5
 C Class,2020.0, 39991,Semi-Auto,1173,145,55.4,Diesel,2.0
 C Class,2017.0, 22052,Automatic,13567,30,64.2,Diesel,2.1
 C Class,2017.0, 22495,Semi-Auto,13919,145,61.4,Diesel,2.1
 C Class,2019.0, 25995,Semi-Auto,7868,145,60.1,Diesel,1.6
 C Class,2019.0, 23900,Semi-Auto,14755,145,44.1,Petrol,1.5
 C Class,2019.0, 29900,Semi-Auto,1342,145,44.1,Petrol,2.0
 C Class,2019.0, 39400,Semi-Auto,11838,145,30.4,Petrol,3.0
 C Class,2019.0, 27400,Semi-Auto,11723,145,56.5,Diesel,2.0
 C Class,2019.0, 32900,Semi-Auto,3579,145,44.1,Petrol,2.0
 C Class,2020.0, 34900,Semi-Auto,3478,145,44.1,Petrol,2.0
 C Class,2016.0, 15900,Manual,9870,20,70.6,Diesel,1.6
 C Class,2018.0, 20690,Semi-Auto,15900,145,48.7,Petrol,2.0
 C Class,2019.0, 29775,Semi-Auto,5059,145,56.5,Diesel,2.0
 C Class,2019.0, 22956,Automatic,13002,145,58.9,Diesel,2.0
 C Class,2019.0, 27992,Semi-Auto,12838,145,55.4,Diesel,2.0
 C Class,2019.0, 25316,Semi-Auto,12695,145,44.1,Petrol,1.5
 C Class,2019.0, 27086,Semi-Auto,5578,145,54.3,Diesel,1.6
 C Class,2019.0, 27776,Semi-Auto,6389,145,61.4,Diesel,2.0
 C Class,2017.0, 18491,Semi-Auto,18390,145,50.4,Petrol,2.0
 C Class,2019.0, 30181,Automatic,1786,145,55.4,Diesel,2.0
 C Class,2018.0, 23480,Automatic,7351,145,40.4,Petrol,2.0
 C Class,2019.0, 22678,Automatic,15133,145,61.4,Diesel,2.0
 C Class,2019.0, 29480,Semi-Auto,3299,145,44.1,Petrol,2.0
 C Class,2018.0, 24546,Automatic,12397,145,58.9,Diesel,2.1
 C Class,2019.0, 24295,Automatic,6063,145,45.6,Petrol,1.5
 C Class,2017.0, 19995,Semi-Auto,43000,125,61.4,Diesel,2.1
 C Class,2017.0, 22995,Semi-Auto,20000,150  ,67.3,Diesel,2.1
 C Class,2019.0, 26076,Semi-Auto,4510,145,61.4,Diesel,2.0
 C Class,2018.0, 27872,Semi-Auto,14157,145,57.7,Diesel,2.0
 C Class,2018.0, 21342,Semi-Auto,6721,145,44.1,Petrol,1.5
 C Class,2019.0, 25980,Semi-Auto,9156,145,64.2,Diesel,2.0
 C Class,2019.0, 26280,Semi-Auto,11923,145,51.4,Diesel,2.0
 C Class,2019.0, 26795,Semi-Auto,22000,145,55.4,Diesel,2.0
 C Class,2020.0, 33995,Semi-Auto,30,145,64.2,Diesel,2.0
 C Class,2019.0, 25400,Semi-Auto,14682,145,45.6,Petrol,1.5
 C Class,2019.0, 22900,Semi-Auto,21481,145,46.3,Petrol,1.5
 C Class,2020.0, 33400,Semi-Auto,213,145,64.2,Diesel,2.0
 C Class,2019.0, 28900,Semi-Auto,1416,145,43.5,Petrol,2.0
 C Class,2018.0, 22900,Semi-Auto,23831,145,60.1,Diesel,2.1
 C Class,2019.0, 29995,Semi-Auto,6828,150,42.2,Petrol,2.0
 C Class,2019.0, 30910,Semi-Auto,11810,145  ,55.4,Diesel,2.0
 C Class,2017.0, 20991,Semi-Auto,26000,,74.3,Hybrid,2.1
 C Class,2017.0, 24132,Semi-Auto,12586,145,58.9,Diesel,2.1
 C Class,2019.0, 36991,Automatic,3498,145,64.2,Diesel,2.0
 C Class,2019.0, 28706,Semi-Auto,1808,145,60.1,Diesel,1.6
 C Class,2017.0, 25402,Semi-Auto,16212,145,42.2,Petrol,2.0
 C Class,2015.0, 22402,Semi-Auto,21123,20,67.3,Diesel,2.1
 C Class,2017.0, 23952,Automatic,20142,145  ,58.9,Diesel,2.1
 C Class,2016.0, 17443,Semi-Auto,55877,125,60.1,Diesel,2.1
 C Class,2018.0, 18700,Semi-Auto,26765,145,60.1,Diesel,2.1
 C Class,2019.0, 25446,Automatic,16281,145,47.1,Petrol,1.5
 C Class,2019.0, 22444,Automatic,5526,145,45.6,Petrol,1.5
 C Class,2016.0, 31342,Automatic,34587,260,35.3,Petrol,3.0
 C Class,2017.0, 23056,Automatic,23378,145,65.7,Diesel,2.1
 C Class,2015.0, 16732,Automatic,33350,30,64.2,Diesel,2.1
 C Class,2018.0, 22805,Automatic,11259,145,67.3,Diesel,2.1
 C Class,2017.0, 21700,Semi-Auto,23114,145,60.1,Diesel,2.1
 C Class,2016.0, 30480,Semi-Auto,51218,300,34.5,Petrol,4.0
 C Class,2020.0, 47980,Semi-Auto,4462,145,29.7,Petrol,3.0
 C Class,2018.0, 22498,Semi-Auto,3900,145,60.1,Diesel,2.1
 C Class,2016.0, 16452,Semi-Auto,69564,30,61.4,Diesel,2.1
 C Class,2018.0, 23781,Semi-Auto,25111,145,47.1,Petrol,2.0
 C Class,2015.0, 19995,Semi-Auto,39000,30,62.8,Diesel,2.1
 C Class,2018.0, 34995,Semi-Auto,8294,150  ,35.3,Petrol,3.0
 C Class,2017.0, 43082,Automatic,16386,325,31.7,Petrol,4.0
 C Class,2017.0, 19000,Semi-Auto,20070,145,64.2,Diesel,2.1
 C Class,2014.0, 12900,Semi-Auto,24600,160,44.8,Petrol,1.6
 C Class,2017.0, 21998,Semi-Auto,15935,145  ,61.4,Diesel,2.1
 C Class,2019.0, 26998,Semi-Auto,6926,145,56.5,Diesel,2.0
 C Class,2014.0, 14498,Semi-Auto,49152,20,64.2,Diesel,2.1
 C Class,2015.0, 17998,Semi-Auto,24209,30,64.2,Diesel,2.1
 C Class,2017.0, 18298,Semi-Auto,38195,145  ,64.2,Diesel,2.1
 C Class,2016.0, 19998,Semi-Auto,34850,0,134.5,Hybrid,2.0
 C Class,2018.0, 16498,Semi-Auto,27342,150,64.2,Diesel,2.1
 C Class,2017.0, 37946,Automatic,24711,300,32.8,Petrol,4.0
 C Class,2016.0, 13412,Semi-Auto,54546,125,53.3,Petrol,2.0
 C Class,2017.0, 22597,Semi-Auto,23366,145,65.7,Diesel,2.1
 C Class,2015.0, 16270,Automatic,38444,145,49.6,Petrol,2.0
 C Class,2017.0, 22162,Semi-Auto,48142,20,67.3,Diesel,2.1
 C Class,2017.0, 17681,Semi-Auto,16607,145,51.4,Petrol,2.0
 C Class,2017.0, 33322,Semi-Auto,32376,300,34.5,Petrol,4.0
 C Class,2019.0, 26356,Semi-Auto,4128,145,61.4,Diesel,2.0
 C Class,2014.0, 14990,Semi-Auto,57499,125,60.1,Diesel,2.1
 C Class,2015.0, 14490,Semi-Auto,51866,20,64.2,Diesel,2.1
 C Class,2016.0, 13680,Manual,40880,20,70.6,Diesel,1.6
 C Class,2019.0, 23490,Semi-Auto,14833,145,61.4,Diesel,2.0
 C Class,2017.0, 20990,Semi-Auto,30447,150,61.4,Diesel,2.1
 C Class,2018.0, 20490,Semi-Auto,11773,150,49.6,Petrol,2.0
 C Class,2017.0, 18990,Semi-Auto,41935,30,64.2,Diesel,2.1
 C Class,2019.0, 24490,Semi-Auto,6247,150,64.2,Diesel,2.0
 C Class,2016.0, 20990,Semi-Auto,14704,150,49.6,Petrol,2.0
 C Class,2019.0, 31890,Automatic,1499,145,44.1,Petrol,2.0
 C Class,2019.0, 29890,Automatic,1499,145,54.3,Diesel,1.6
 C Class,2019.0, 33490,Semi-Auto,2440,145,55.4,Diesel,2.0
 C Class,2016.0, 24950,Semi-Auto,17635,20,67.3,Diesel,2.1
 C Class,2017.0, 23450,Automatic,18199,125,61.4,Diesel,2.1
 C Class,2016.0, 19440,Semi-Auto,29409,0,134.5,Hybrid,2.0
 C Class,2017.0, 19945,Semi-Auto,16425,145,64.2,Diesel,1.6
 C Class,2019.0, 34255,Semi-Auto,2088,145,44.1,Petrol,2.0
 C Class,2019.0, 26750,Automatic,2591,145,44.1,Petrol,1.5
 C Class,2019.0, 29450,Automatic,7275,145,61.4,Diesel,2.0
 C Class,2016.0, 11525,Manual,61633,125,53.3,Petrol,2.0
 C Class,2019.0, 23254,Automatic,12605,145,61.4,Diesel,2.0
 C Class,2017.0, 20495,Automatic,26367,145,48.7,Petrol,2.0
 C Class,2015.0, 17435,Automatic,33384,125,60.1,Diesel,2.1
 C Class,2016.0, 23060,Semi-Auto,27830,125,61.4,Diesel,2.1
 C Class,2016.0, 18498,Semi-Auto,30490,0,134.5,Hybrid,2.0
 C Class,2016.0, 14998,Semi-Auto,66732,0,78.5,Hybrid,2.1
 C Class,2016.0, 15495,Automatic,72676,0,134.5,Hybrid,2.0
 C Class,2013.0, 11900,Semi-Auto,33925,160,44.8,Petrol,1.6
 C Class,2019.0, 44000,Semi-Auto,3999,145,29.7,Petrol,3.0
 C Class,2019.0, 30500,Semi-Auto,2105,145,61.4,Diesel,2.0
 C Class,2016.0, 17450,Semi-Auto,21875,30,64.2,Diesel,1.6
 C Class,2016.0, 10749,Manual,91751,20,65.7,Diesel,2.1
 C Class,2015.0, 13999,Manual,42407,20,68.9,Diesel,2.1
 C Class,2019.0, 28480,Semi-Auto,1998,145,54.3,Diesel,1.6
 C Class,2019.0, 28480,Semi-Auto,1998,145,46.3,Petrol,1.5
 C Class,2019.0, 29480,Semi-Auto,1998,145,47.1,Petrol,1.5
 C Class,2019.0, 26480,Semi-Auto,15006,145,61.4,Diesel,2.0
 C Class,2019.0, 25980,Semi-Auto,12436,145,47.1,Petrol,1.5
 C Class,2019.0, 26980,Semi-Auto,11423,145,61.4,Diesel,2.0
 C Class,2019.0, 25980,Semi-Auto,12810,145,45.6,Petrol,1.5
 C Class,2018.0, 19980,Semi-Auto,26119,145,61.4,Diesel,2.1
 C Class,2019.0, 27980,Semi-Auto,4833,145,60.1,Diesel,1.6
 C Class,2018.0, 24600,Semi-Auto,8223,145,61.4,Diesel,2.1
 C Class,2019.0, 23480,Semi-Auto,14402,145,61.4,Diesel,2.0
 C Class,2016.0, 16690,Semi-Auto,14314,30,65.7,Diesel,1.6
 C Class,2019.0, 23799,Automatic,5762,145,45.6,Petrol,1.5
 C Class,2018.0, 21299,Semi-Auto,5628,150,60.1,Diesel,2.1
 C Class,2017.0, 19795,Semi-Auto,21000,30,64.2,Diesel,2.1
 C Class,2017.0, 19995,Semi-Auto,36814,145,48.7,Petrol,2.0
 C Class,2016.0, 15429,Semi-Auto,50446,30,65.7,Diesel,1.6
 C Class,2019.0, 29495,Automatic,4999,145,64.2,Diesel,2.0
 C Class,2016.0, 21995,Semi-Auto,13457,30,64.2,Diesel,2.1
 C Class,2019.0, 26995,Semi-Auto,6447,145,64.2,Diesel,2.0
 C Class,2014.0, 16999,Semi-Auto,33593,30,64.2,Diesel,2.1
 C Class,2015.0, 18799,Semi-Auto,37890,30,64.2,Diesel,2.1
 C Class,2014.0, 13490,Semi-Auto,68422,30,64.2,Diesel,2.1
 C Class,2013.0, 9990,Semi-Auto,41842,145,56.5,Diesel,2.1
 C Class,2017.0, 18490,Semi-Auto,46430,150,61.4,Diesel,2.1
 C Class,2013.0, 9990,Semi-Auto,41841,145,56.5,Diesel,2.1
 C Class,2014.0, 13490,Semi-Auto,68422,30,64.2,Diesel,2.1
 C Class,2019.0, 40000,Semi-Auto,4504,145,30.4,Petrol,3.0
 C Class,2019.0, 29980,Semi-Auto,1998,145,47.1,Petrol,1.5
 C Class,2019.0, 24680,Semi-Auto,10795,145,45.6,Petrol,1.5
 C Class,2019.0, 20980,Semi-Auto,13253,145,61.4,Diesel,2.0
 C Class,2019.0, 27000,Semi-Auto,7721,145,44.1,Petrol,2.0
 C Class,2019.0, 22980,Semi-Auto,7442,145,44.1,Petrol,1.5
 C Class,2018.0, 33980,Semi-Auto,13983,145,35.3,Petrol,3.0
 C Class,2017.0, 14690,Manual,41814,30,65.7,Diesel,1.6
 C Class,2019.0, 29496,Automatic,6052,145,54.3,Diesel,2.0
 C Class,2019.0, 23995,Semi-Auto,10441,145,45.6,Petrol,1.5
 C Class,2019.0, 25799,Automatic,2177,145,47.1,Petrol,1.5
 C Class,2019.0, 30899,Automatic,860,145,46.3,Petrol,1.5
 C Class,2019.0, 28499,Automatic,2646,145,47.1,Petrol,1.5
 C Class,2019.0, 29499,Automatic,1676,145,51.4,Diesel,2.0
 C Class,2019.0, 30799,Automatic,1812,145,46.3,Petrol,1.5
 C Class,2019.0, 31999,Automatic,1097,145,51.4,Diesel,2.0
 C Class,2019.0, 26599,Automatic,1566,145,60.1,Diesel,1.6
 C Class,2019.0, 31999,Semi-Auto,5110,145,42.2,Petrol,2.0
 C Class,2019.0, 28299,Automatic,1142,145,44.1,Petrol,2.0
 C Class,2019.0, 28000,Automatic,584,145,53.3,Diesel,2.0
 C Class,2019.0, 27000,Automatic,1196,145,46.3,Petrol,1.5
 C Class,2020.0, 31480,Semi-Auto,19,145,64.2,Diesel,2.0
 C Class,2020.0, 30480,Semi-Auto,1989,145,64.2,Diesel,2.0
 C Class,2019.0, 41500,Semi-Auto,2317,145,29.4,Petrol,3.0
 C Class,2019.0, 44480,Semi-Auto,1752,145,29.7,Petrol,3.0
 C Class,2016.0, 17980,Semi-Auto,39025,125,51.4,Petrol,2.0
 C Class,2017.0, 17480,Semi-Auto,38546,30,62.8,Diesel,2.1
 C Class,2018.0, 19980,Semi-Auto,3891,145,44.1,Petrol,1.5
 C Class,2017.0, 19480,Semi-Auto,16419,30,64.2,Diesel,2.1
 C Class,2017.0, 19680,Semi-Auto,16852,30,64.2,Diesel,2.1
 C Class,2017.0, 19280,Semi-Auto,43855,145,61.4,Diesel,2.1
 C Class,2017.0, 22480,Semi-Auto,19560,30,64.2,Diesel,2.1
 C Class,2019.0, 22980,Semi-Auto,16302,145,45.6,Petrol,1.5
 C Class,2019.0, 23480,Semi-Auto,10934,145,45.6,Petrol,1.5
 C Class,2019.0, 19980,Semi-Auto,14379,145,46.3,Petrol,1.5
 C Class,2020.0, 42980,Semi-Auto,3999,145,28.8,Petrol,3.0
 C Class,2019.0, 19980,Semi-Auto,14285,145,46.3,Petrol,1.5
 C Class,2019.0, 29999,Semi-Auto,5276,145,54.3,Diesel,2.0
 C Class,2019.0, 26479,Semi-Auto,7578,145,47.1,Petrol,1.5
 C Class,2019.0, 19980,Semi-Auto,13936,145,46.3,Petrol,1.5
 C Class,2018.0, 19480,Semi-Auto,15096,145,61.4,Diesel,2.0
 C Class,2019.0, 24980,Semi-Auto,4737,145,45.6,Petrol,1.5
 C Class,2019.0, 24980,Semi-Auto,6894,145,45.6,Petrol,1.5
 C Class,2016.0, 34380,Semi-Auto,15554,260,35.3,Petrol,3.0
 C Class,2018.0, 25280,Automatic,4944,145,58.9,Diesel,2.1
 C Class,2019.0, 30000,Semi-Auto,9062,145,57.7,Diesel,2.0
 C Class,2019.0, 24980,Automatic,7811,145,45.6,Petrol,1.5
 C Class,2016.0, 18480,Automatic,25845,30,64.2,Diesel,2.1
 C Class,2016.0, 17280,Semi-Auto,44335,30,64.2,Diesel,2.1
 C Class,2019.0, 19980,Semi-Auto,14203,145,46.3,Petrol,1.5
 C Class,2019.0, 28980,Semi-Auto,9477,145,56.5,Diesel,2.0
 C Class,2019.0, 22280,Semi-Auto,19358,145,61.4,Diesel,2.0
 C Class,2019.0, 26480,Semi-Auto,13708,145,61.4,Diesel,2.0
 C Class,2019.0, 26480,Semi-Auto,14636,145,61.4,Diesel,2.0
 C Class,2019.0, 25980,Semi-Auto,14284,145,61.4,Diesel,2.0
 C Class,2019.0, 26980,Semi-Auto,9477,145,61.4,Diesel,2.0
 C Class,2019.0, 25780,Semi-Auto,16900,145,47.1,Petrol,1.5
 C Class,2019.0, 19980,Semi-Auto,14568,145,46.3,Petrol,1.5
 C Class,2019.0, 33780,Semi-Auto,1980,145,44.1,Petrol,1.5
 C Class,2019.0, 29980,Semi-Auto,2986,145,53.3,Diesel,2.0
 C Class,2019.0, 31480,Semi-Auto,2090,145,46.3,Petrol,1.5
 C Class,2019.0, 31980,Semi-Auto,3162,145,46.3,Petrol,1.5
 C Class,2019.0, 30500,Semi-Auto,4010,145,61.4,Diesel,2.0
 C Class,2019.0, 30480,Semi-Auto,4688,145,61.4,Diesel,2.0
 C Class,2019.0, 33480,Semi-Auto,2330,145,57.7,Diesel,2.0
 C Class,2019.0, 29980,Semi-Auto,2190,145,53.3,Diesel,2.0
 C Class,2019.0, 29980,Semi-Auto,2143,145,54.3,Diesel,1.6
 C Class,2019.0, 21480,Manual,2332,145,47.1,Petrol,1.6
 C Class,2016.0, 16980,Semi-Auto,17259,20,65.7,Diesel,2.1
 C Class,2016.0, 16020,Manual,11972,30,65.7,Diesel,1.6
 C Class,2016.0, 16991,Semi-Auto,57881,20,64.2,Diesel,2.1
 C Class,2018.0, 42525,Semi-Auto,10467,150  ,32.8,Petrol,4.0
 C Class,2017.0, 21220,Semi-Auto,32228,125,58.9,Diesel,2.1
 C Class,2017.0, 26455,Automatic,8514,145  ,58.9,Diesel,2.1
 C Class,2015.0, 19825,Automatic,58873,20,67.3,Diesel,2.1
 C Class,2017.0, 21544,Automatic,16900,30,64.2,Diesel,2.1
 C Class,2019.0, 35500,Automatic,2001,145,64.2,Diesel,2.0
 C Class,2019.0, 35250,Automatic,2001,145,61.4,Diesel,2.0
 C Class,2019.0, 31980,Semi-Auto,1854,145,46.3,Petrol,1.5
 C Class,2019.0, 30980,Semi-Auto,1995,145,64.2,Diesel,2.0
 C Class,2019.0, 29480,Semi-Auto,2998,145,47.1,Petrol,1.5
 C Class,2019.0, 39500,Semi-Auto,3466,145,30.4,Petrol,3.0
 C Class,2019.0, 26680,Semi-Auto,16548,145,46.3,Petrol,1.5
 C Class,2016.0, 18780,Semi-Auto,38436,0,134.5,Hybrid,2.0
 C Class,2019.0, 33283,Automatic,6388,145  ,57.7,Diesel,2.0
 C Class,2019.0, 29650,Automatic,4501,145,64.2,Diesel,2.0
 C Class,2019.0, 65000,Semi-Auto,3398,145,27.2,Petrol,4.0
 C Class,2019.0, 29885,Automatic,6435,145,44.1,Petrol,2.0
 C Class,2019.0, 29945,Automatic,5877,145,44.1,Petrol,2.0
 C Class,2017.0, 23965,Automatic,22919,145,47.1,Petrol,2.0
 C Class,2018.0, 27725,Automatic,13037,145,57.7,Diesel,2.0
 C Class,2019.0, 28315,Semi-Auto,10042,145,56.5,Diesel,2.0
 C Class,2016.0, 25290,Automatic,23274,160,44.1,Petrol,2.0
 C Class,2019.0, 28450,Automatic,4001,145,51.4,Diesel,2.0
 C Class,2017.0, 14680,Manual,32910,20,70.6,Diesel,2.1
 C Class,2017.0, 22980,Semi-Auto,22894,145,47.1,Petrol,2.0
 C Class,2017.0, 19980,Semi-Auto,22422,145,61.4,Diesel,2.1
 C Class,2017.0, 18980,Semi-Auto,23589,30,64.2,Diesel,2.1
 C Class,2017.0, 19980,Semi-Auto,29198,30,64.2,Diesel,2.1
 C Class,2017.0, 24480,Automatic,19402,145,44.1,Petrol,2.0
 C Class,2017.0, 19980,Automatic,46295,30,64.2,Diesel,2.1
 C Class,2016.0, 29780,Semi-Auto,26057,260,35.8,Petrol,3.0
 C Class,2019.0, 29480,Semi-Auto,34,145,47.1,Petrol,1.5
 C Class,2017.0, 24980,Automatic,18941,145,58.9,Diesel,2.1
 C Class,2017.0, 23980,Automatic,13973,145,54.3,Diesel,2.1
 C Class,2019.0, 29500,Semi-Auto,6643,145,44.1,Petrol,2.0
 C Class,2019.0, 27480,Semi-Auto,5090,145,61.4,Diesel,2.0
 C Class,2017.0, 23415,Semi-Auto,6955,30,64.2,Diesel,2.1
 C Class,2019.0, 29500,Semi-Auto,6922,145,44.1,Petrol,2.0
 C Class,2019.0, 23980,Semi-Auto,13864,145,61.4,Diesel,2.0
 C Class,2019.0, 25080,Semi-Auto,3131,145,42.2,Petrol,1.5
 C Class,2019.0, 26980,Semi-Auto,15275,145,44.1,Petrol,2.0
 C Class,2016.0, 16680,Semi-Auto,45588,20,64.2,Diesel,2.1
 C Class,2018.0, 22980,Semi-Auto,11827,145,60.1,Diesel,2.1
 C Class,2019.0, 39000,Semi-Auto,2857,145,30.4,Petrol,3.0
 C Class,2019.0, 29980,Semi-Auto,3049,145,61.4,Diesel,2.0
 C Class,2019.0, 29980,Semi-Auto,1568,145,60.1,Diesel,1.6
 C Class,2017.0, 22980,Semi-Auto,29909,125,60.1,Diesel,2.1
 C Class,2016.0, 18780,Semi-Auto,40197,0,134.5,Hybrid,2.0
 C Class,2019.0, 30980,Semi-Auto,1250,145,61.4,Diesel,2.0
 C Class,2018.0, 28480,Semi-Auto,3748,145,44.1,Petrol,1.5
 C Class,2019.0, 20480,Semi-Auto,14568,145,46.3,Petrol,1.5
 C Class,2019.0, 27280,Semi-Auto,7268,145,46.3,Petrol,1.5
 C Class,2019.0, 27980,Semi-Auto,10982,145,44.1,Petrol,1.5
 C Class,2019.0, 24980,Semi-Auto,7043,145,45.6,Petrol,1.5
 C Class,2019.0, 28180,Automatic,5477,145,58.9,Diesel,2.1
 C Class,2019.0, 23680,Semi-Auto,3436,145,44.1,Petrol,1.5
