model,year,price,transmission,mileage,tax,mpg,fuelType,engineSize
 Focus,2017.0, 11900,Manual,9574,20,60.1,Petrol,1.0
 Focus,2018.0, 12500,Manual,19730,145,57.7,Petrol,1.0
 Focus,2017.0, 11200,Manual,15410,145,74.3,Diesel,1.5
 Focus,2018.0, 13000,Manual,8026,145,57.7,Petrol,1.0
 Focus,2018.0, 19395,Manual,7506,145,67.3,Diesel,2.0
 Focus,2014.0, 7800,Manual,30500,20,67.3,Diesel,1.6
 Focus,2015.0, 10000,Manual,27097,0,74.3,Diesel,1.5
 Focus,2019.0, 6900,Manual,26443,145,60.1,Petrol,1.0
 Focus,2019.0, 24900,Manual,10836,145,50.4,Diesel,2.0
 Focus,2016.0, 10500,Manual,15610,20,61.4,Petrol,1.0
 Focus,2017.0, 9900,Manual,35452,145,74.3,Diesel,1.5
 Focus,2017.0, 16500,Manual,18549,200,41.5,Petrol,2.0
 Focus,2019.0, 15200,Manual,10648,150,58.9,Petrol,1.0
 Focus,2017.0, 26900,Manual,14929,150,36.7,Petrol,2.3
 Focus,2018.0, 18300,Manual,1694,150,,Petrol,1.5
 Focus,2018.0, 15000,Manual,2772,150,60.1,Petrol,1.0
 Focus,2018.0, 18000,Manual,2586,150,,Petrol,1.5
 Focus,2018.0, 18990,Manual,8213,145,67.3,Diesel,2.0
 Focus,2019.0, 17590,Manual,12095,145,74.3,Diesel,1.5
 Focus,2017.0, 11998,Manual,9080,20,61.4,Petrol,1.0
 Focus,2016.0, 8498,Manual,49974,0,74.3,Diesel,1.5
 Focus,2017.0, 13298,Manual,8794,150,74.3,Diesel,1.5
 Focus,2018.0, 14495,Manual,16210,145,80.7,Diesel,1.5
 Focus,2018.0, 12795,Manual,18569,150,57.7,Petrol,1.0
 Focus,2019.0, 17495,Manual,11885,150,49.6,Petrol,1.0
 Focus,2019.0, 17495,Manual,11939,150,49.6,Petrol,1.0
 Focus,2017.0, 16000,Manual,23708,145,41.5,Petrol,2.0
 Focus,2019.0, 17995,Manual,90,145,49.6,Petrol,1.0
 Focus,2019.0, 17295,Automatic,3366,145,53.3,Diesel,1.5
 Focus,2018.0, 12995,Manual,18300,145,57.7,Petrol,1.0
 Focus,2018.0, 18295,Manual,21800,145,41.5,Petrol,2.0
 Focus,2018.0, 11995,Manual,24000,145,57.7,Petrol,1.0
 Focus,2018.0, 12395,Manual,21000,150,57.7,Petrol,1.0
 Focus,2020.0, 20491,Automatic,4841,145,74.3,Diesel,1.5
 Focus,2019.0, 15960,Manual,12388,145,74.3,Diesel,1.5
 Focus,2019.0, 15950,Manual,9550,145,74.3,Diesel,1.5
 Focus,2017.0, 10998,Manual,15265,150,60.1,Petrol,1.0
 Focus,2017.0, 10998,Manual,31265,150,60.1,Petrol,1.0
 Focus,2019.0, 16195,Manual,8132,145,60.1,Petrol,1.0
 Focus,2014.0, 6390,Manual,45478,30,56.5,Petrol,1.0
 Focus,2018.0, 13000,Manual,11842,150,57.7,Petrol,1.0
 Focus,2017.0, 17000,Manual,11856,145,67.3,Diesel,2.0
 Focus,2018.0, 12400,Manual,14130,145,74.3,Diesel,1.5
 Focus,2017.0, 8498,Manual,51643,20,61.4,Petrol,1.0
 Focus,2018.0, 13698,Manual,23732,145,60.1,Petrol,1.0
 Focus,2018.0, 18998,Manual,10901,145,41.5,Petrol,2.0
 Focus,2018.0, 15498,Manual,27654,145,80.7,Diesel,1.5
 Focus,2018.0, 11698,Manual,19359,145,61.4,Petrol,1.0
 Focus,2016.0, 10142,Manual,31500,0,74.3,Diesel,1.5
 Focus,2019.0, 16030,Manual,10111,145,74.3,Diesel,1.5
 Focus,2017.0, 13430,Manual,19859,145,74.3,Diesel,1.5
 Focus,2018.0, 17400,Manual,14398,145,41.5,Petrol,2.0
 Focus,2017.0, 15750,Manual,19694,145  ,41.5,Petrol,2.0
 Focus,2019.0, 15400,Manual,9845,145,60.1,Petrol,1.0
 Focus,2019.0, 15360,Manual,12221,145,60.1,Petrol,1.0
 Focus,2019.0, 15760,Manual,10282,145,74.3,Diesel,1.5
 Focus,2019.0, 15270,Manual,12100,145,60.1,Petrol,1.0
 Focus,2017.0, 10498,Manual,6736,20,60.1,Petrol,1.0
 Focus,2018.0, 18491,Manual,12117,150,41.5,Petrol,2.0
 Focus,2018.0, 11779,Semi-Auto,11011,150,51.4,Petrol,1.0
 Focus,2019.0, 15750,Manual,6388,145,74.3,Diesel,1.5
 Focus,2019.0, 15510,Manual,15811,145,74.3,Diesel,1.5
 Focus,2016.0, 10000,Manual,9012,20,61.4,Petrol,1.0
 Focus,2016.0, 9450,Manual,15545,0,74.3,Diesel,1.5
 Focus,2019.0, 14740,Manual,13451,145,58.9,Petrol,1.0
 Focus,2018.0, 12498,Manual,13559,145,60.1,Petrol,1.0
 Focus,2019.0, 16998,Manual,22859,145,60.1,Petrol,1.0
 Focus,2018.0, 17498,Manual,30690,145,67.3,Diesel,2.0
 Focus,2017.0, 11498,Manual,15430,0,74.3,Diesel,1.5
 Focus,2019.0, 14491,Manual,11325,145,58.9,Petrol,1.0
 Focus,2019.0, 14291,Manual,13649,145,58.9,Petrol,1.0
 Focus,2017.0, 8870,Manual,45151,145,74.3,Diesel,1.5
 Focus,2017.0, 17000,Manual,11518,145,41.5,Petrol,2.0
 Focus,2017.0, 10000,Manual,20533,145,61.4,Petrol,1.0
 Focus,2018.0, 12050,Manual,19460,145,51.4,Petrol,1.5
 Focus,2019.0, 18550,Automatic,5016,145,64.2,Diesel,2.0
 Focus,2015.0, 6730,Manual,65825,0,74.3,Diesel,1.5
 Focus,2017.0, 18610,Manual,10843,200,41.5,Petrol,2.0
 Focus,2017.0, 8540,Manual,35210,20,61.4,Petrol,1.0
 Focus,2019.0, 15580,Manual,5011,145,60.1,Petrol,1.0
 Focus,2018.0, 14370,Manual,7024,145,74.3,Diesel,1.5
 Focus,2017.0, 12430,Semi-Auto,16515,125,51.4,Petrol,1.0
 Focus,2014.0, 8391,Manual,11254,30,56.5,Petrol,1.0
 Focus,2018.0, 11991,Manual,10662,150,60.1,Petrol,1.0
 Focus,2016.0, 9321,Manual,31136,20,60.1,Petrol,1.0
 Focus,2017.0, 10057,Manual,15019,145,61.4,Petrol,1.0
 Focus,2018.0, 17498,Manual,28068,145,67.3,Diesel,2.0
 Focus,2013.0, 6991,Manual,29353,30,56.5,Petrol,1.0
 Focus,2017.0, 18047,Manual,15309,145,41.5,Petrol,2.0
 Focus,2018.0, 12390,Manual,12664,145,57.7,Petrol,1.0
 Focus,2018.0, 12000,Manual,15071,145,74.3,Diesel,1.5
 Focus,2017.0, 10820,Manual,15892,20,61.4,Petrol,1.0
 Focus,2017.0, 17750,Manual,5597,145,41.5,Petrol,2.0
 Focus,2017.0, 9991,Manual,19907,20,61.4,Petrol,1.0
 Focus,2018.0, 13380,Manual,9695,145,61.4,Petrol,1.0
 Focus,2019.0, 14991,Manual,13712,145,58.9,Petrol,1.0
 Focus,2013.0, 6250,Manual,52328,30,56.5,Petrol,1.0
 Focus,2018.0, 13060,Manual,11710,145,60.1,Petrol,1.0
 Focus,2016.0, 9000,Manual,34475,0,74.3,Diesel,1.5
 Focus,2020.0, 20991,Automatic,3767,145,74.3,Diesel,1.5
 Focus,2019.0, 15460,Manual,6810,145,60.1,Petrol,1.0
 Focus,2019.0, 15780,Manual,5372,145,74.3,Diesel,1.5
 Focus,2019.0, 19950,Manual,2583,145,51.4,Petrol,1.5
 Focus,2019.0, 15391,Manual,3591,145,49.6,Petrol,1.0
 Focus,2017.0, 10170,Manual,42903,145,74.3,Diesel,1.5
 Focus,2015.0, 7380,Manual,50360,0,74.3,Diesel,1.5
 Focus,2019.0, 15940,Manual,6259,145,80.7,Diesel,1.5
 Focus,2017.0, 11491,Manual,19399,0,74.3,Diesel,1.5
 Focus,2018.0, 18250,Manual,17227,145,41.5,Petrol,2.0
 Focus,2017.0, 9290,Manual,35006,145,60.1,Petrol,1.0
 Focus,2016.0, 10700,Automatic,25259,125,51.4,Petrol,1.0
 Focus,2014.0, 6791,Manual,44117,20,61.4,Petrol,1.0
 Focus,2019.0, 15470,Manual,5852,145,60.1,Petrol,1.0
 Focus,2019.0, 15470,Manual,3422,145,60.1,Petrol,1.0
 Focus,2019.0, 15390,Manual,10235,145,60.1,Petrol,1.0
 Focus,2019.0, 15590,Manual,6484,145,60.1,Petrol,1.0
 Focus,2019.0, 15590,Manual,8000,145,60.1,Petrol,1.0
 Focus,2017.0, 10731,Manual,16768,145,74.3,Diesel,1.5
 Focus,2018.0, 11250,Manual,7330,145,60.1,Petrol,1.0
 Focus,2016.0, 11220,Manual,21922,125,51.4,Petrol,1.5
 Focus,2017.0, 9551,Manual,49311,150,74.3,Diesel,1.5
 Focus,2016.0, 15795,Manual,18646,200,41.5,Petrol,2.0
 Focus,2018.0, 11397,Manual,14668,145,61.4,Petrol,1.0
 Focus,2017.0, 11697,Manual,20744,145,60.1,Petrol,1.0
 Focus,2014.0, 6997,Manual,37396,30,56.5,Petrol,1.0
 Focus,2019.0, 15497,Manual,1310,145,58.9,Petrol,1.0
 Focus,2018.0, 18367,Manual,21675,145,41.5,Petrol,2.0
 Focus,2019.0, 15170,Manual,11085,145,80.7,Diesel,1.5
 Focus,2019.0, 14390,Manual,11543,145,60.1,Petrol,1.0
 Focus,2020.0, 20390,Automatic,5750,145,74.3,Diesel,1.5
 Focus,2019.0, 17520,Manual,8459,145,60.1,Petrol,1.0
 Focus,2019.0, 17520,Manual,4487,145,60.1,Petrol,1.0
 Focus,2016.0, 8780,Manual,37460,0,74.3,Diesel,1.5
 Focus,2018.0, 18600,Manual,14005,145,41.5,Petrol,2.0
 Focus,2017.0, 18367,Manual,14535,145,41.5,Petrol,2.0
 Focus,2017.0, 17267,Manual,16282,145,41.5,Petrol,2.0
 Focus,2019.0, 17420,Manual,5920,145,60.1,Petrol,1.0
 Focus,2019.0, 17520,Manual,5127,145,60.1,Petrol,1.0
 Focus,2017.0, 17997,Manual,10200,145,67.3,Diesel,2.0
 Focus,2018.0, 11969,Manual,24634,145,74.3,Diesel,1.5
 Focus,2019.0, 15390,Manual,5979,145,60.1,Petrol,1.0
 Focus,2017.0, 8891,Manual,38389,145,61.4,Petrol,1.0
 Focus,2019.0, 16530,Manual,5000,145,60.1,Petrol,1.0
 Focus,2018.0, 11950,Manual,15654,145,74.3,Diesel,1.5
 Focus,2017.0, 11620,Manual,26508,145,74.3,Diesel,1.5
 Focus,2019.0, 15530,Manual,3061,145,60.1,Petrol,1.0
 Focus,2019.0, 15000,Manual,6602,145,60.1,Petrol,1.0
 Focus,2019.0, 24290,Manual,9248,145,34.5,Petrol,2.3
 Focus,2017.0, 10980,Manual,23928,20,60.1,Petrol,1.0
 Focus,2014.0, 10302,Manual,75359,235,39.2,Petrol,2.0
 Focus,2019.0, 15590,Manual,5,145,60.1,Petrol,1.0
 Focus,2019.0, 15390,Manual,6692,145,60.1,Petrol,1.0
 Focus,2019.0, 15310,Manual,11237,145,60.1,Petrol,1.0
 Focus,2018.0, 17797,Manual,19642,145,41.5,Petrol,2.0
 Focus,2016.0, 10291,Manual,25957,0,74.3,Diesel,1.5
 Focus,2013.0, 9891,Manual,64470,235,39.2,Petrol,2.0
 Focus,2018.0, 19491,Manual,10001,145,41.5,Petrol,2.0
 Focus,2016.0, 9910,Manual,56798,0,74.3,Diesel,1.5
 Focus,2017.0, 15670,Manual,29824,145,41.5,Petrol,2.0
 Focus,2015.0, 8270,Manual,33203,0,74.3,Diesel,1.5
 Focus,2016.0, 10491,Manual,30970,0,74.3,Diesel,1.5
 Focus,2017.0, 10991,Manual,29865,0,74.3,Diesel,1.5
 Focus,2017.0, 10995,Manual,21020,0,74.3,Diesel,1.5
 Focus,2017.0, 12995,Manual,13013,145,57.7,Petrol,1.0
 Focus,2018.0, 13250,Manual,7000,145,57.7,Petrol,1.0
 Focus,2018.0, 12591,Manual,32860,145,74.3,Diesel,1.5
 Focus,2017.0, 12380,Automatic,24111,145,46.3,Petrol,1.5
 Focus,2014.0, 8110,Semi-Auto,18234,160,44.1,Petrol,1.6
 Focus,2015.0, 8540,Manual,50004,0,74.3,Diesel,1.5
 Focus,2017.0, 10620,Manual,29475,0,74.3,Diesel,1.5
 Focus,2018.0, 12491,Manual,9712,145,60.1,Petrol,1.0
 Focus,2018.0, 13271,Manual,5467,145,60.1,Petrol,1.0
 Focus,2018.0, 13580,Manual,7983,145,58.9,Petrol,1.0
 Focus,2018.0, 18497,Manual,13169,145,41.5,Petrol,2.0
 Focus,2016.0, 8600,Manual,46923,0,74.3,Diesel,1.5
 Focus,2019.0, 19240,Automatic,13890,145,49.6,Diesel,2.0
 Focus,2019.0, 26230,Manual,3802,145,34.5,Petrol,2.3
 Focus,2015.0, 9380,Manual,21945,20,60.1,Petrol,1.0
 Focus,2018.0, 13350,Semi-Auto,8207,145,51.4,Petrol,1.0
 Focus,2014.0, 7211,Manual,67951,125,56.5,Diesel,2.0
 Focus,2018.0, 18950,Manual,7777,145,41.5,Petrol,2.0
 Focus,2018.0, 16625,Manual,12690,145,60.1,Petrol,1.0
 Focus,2018.0, 13250,Manual,8976,145,57.7,Petrol,1.0
 Focus,2017.0, 16757,Automatic,24187,30,61.4,Diesel,2.0
 Focus,2018.0, 18797,Manual,11597,145,67.3,Diesel,2.0
 Focus,2019.0, 18520,Manual,9435,145,50.4,Petrol,1.5
 Focus,2019.0, 19950,Manual,1103,145,50.4,Petrol,1.5
 Focus,2019.0, 19500,Automatic,5091,145,54.3,Diesel,1.5
 Focus,2019.0, 25520,Manual,6499,145,34.5,Petrol,2.3
 Focus,2019.0, 16890,Manual,9938,145,61.4,Diesel,1.5
 Focus,2017.0, 9740,Manual,40828,145,74.3,Diesel,1.5
 Focus,2017.0, 17750,Manual,7199,145,41.5,Petrol,2.0
 Focus,2015.0, 9880,Semi-Auto,13370,160,44.8,Petrol,1.6
 Focus,2018.0, 13980,Manual,7527,145,58.9,Petrol,1.0
 Focus,2018.0, 11490,Manual,27291,145,74.3,Diesel,1.5
 Focus,2017.0, 11991,Semi-Auto,8805,145,51.4,Petrol,1.0
 Focus,2017.0, 10691,Manual,35978,145,74.3,Diesel,1.5
 Focus,2018.0, 11491,Manual,21289,145,60.1,Petrol,1.0
 Focus,2013.0, 5391,Manual,65824,150,47.9,Petrol,1.6
 Focus,2017.0, 10250,Manual,14950,145,61.4,Petrol,1.0
 Focus,2018.0, 13897,Manual,9174,145,57.7,Petrol,1.0
 Focus,2017.0, 10450,Manual,15267,145,60.1,Petrol,1.0
 Focus,2018.0, 13997,Manual,12655,145,57.7,Petrol,1.0
 Focus,2017.0, 9497,Manual,32688,20,61.4,Petrol,1.0
 Focus,2018.0, 11997,Manual,13146,145,60.1,Petrol,1.0
 Focus,2017.0, 11997,Manual,10708,145,60.1,Petrol,1.0
 Focus,2018.0, 14497,Manual,7066,145,57.7,Petrol,1.0
 Focus,2018.0, 13690,Manual,16286,150,80.7,Diesel,1.5
 Focus,2019.0, 17990,Manual,4877,145,60.1,Petrol,1.0
 Focus,2018.0, 13700,Manual,10606,145,57.7,Petrol,1.0
 Focus,2018.0, 13220,Manual,13892,145,74.3,Diesel,1.5
 Focus,2016.0, 10790,Automatic,32294,0,74.3,Diesel,1.5
 Focus,2019.0, 16160,Automatic,11214,145,51.4,Petrol,1.0
 Focus,2019.0, 15360,Manual,10567,145,58.9,Petrol,1.0
 Focus,2019.0, 15270,Manual,14234,145,58.9,Petrol,1.0
 Focus,2017.0, 11500,Manual,30186,145,74.3,Diesel,1.5
 Focus,2015.0, 7660,Manual,54224,20,60.1,Petrol,1.0
 Focus,2014.0, 7799,Manual,28009,20,60.1,Petrol,1.0
 Focus,2014.0, 7800,Manual,51443,0,74.3,Diesel,1.5
 Focus,2014.0, 7222,Semi-Auto,48308,160,44.8,Petrol,1.6
 Focus,2019.0, 15590,Manual,5739,145,60.1,Petrol,1.0
 Focus,2017.0, 10391,Manual,35877,150,74.3,Diesel,1.5
 Focus,2015.0, 13291,Manual,35157,20,67.3,Diesel,2.0
 Focus,2018.0, 11800,Manual,25339,145,74.3,Diesel,1.5
 Focus,2019.0, 15290,Manual,10056,145,58.9,Petrol,1.0
 Focus,2019.0, 15295,Manual,13340,145,58.9,Petrol,1.0
 Focus,2017.0, 10810,Automatic,30228,125,51.4,Petrol,1.0
 Focus,2016.0, 15066,Manual,33566,20,67.3,Diesel,2.0
 Focus,2015.0, 8500,Manual,32620,0,74.3,Diesel,1.5
 Focus,2013.0, 6940,Manual,48336,20,67.3,Diesel,1.6
 Focus,2018.0, 17000,Manual,11587,145,67.3,Diesel,2.0
 Focus,2018.0, 18500,Manual,16226,145,41.5,Petrol,2.0
 Focus,2017.0, 10000,Manual,29888,145,74.3,Diesel,1.5
 Focus,2018.0, 18800,Manual,13867,150,41.5,Petrol,2.0
 Focus,2017.0, 10000,Manual,24670,0,74.3,Diesel,1.5
 Focus,2017.0, 11000,Manual,21567,145,74.3,Diesel,1.5
 Focus,2019.0, 17900,Automatic,8221,145,74.3,Diesel,1.5
 Focus,2019.0, 14200,Manual,4393,145,80.7,Diesel,1.5
 Focus,2016.0, 9082,Manual,41940,0,74.3,Diesel,1.5
 Focus,2015.0, 7995,Manual,34017,20,67.3,Diesel,1.6
 Focus,2018.0, 17000,Manual,14903,145,67.3,Diesel,2.0
 Focus,2019.0, 25400,Manual,6074,145,50.4,Diesel,2.0
 Focus,2018.0, 18900,Automatic,4274,145,64.2,Diesel,2.0
 Focus,2018.0, 10491,Manual,23968,145,60.1,Petrol,1.0
 Focus,2019.0, 18420,Automatic,6435,145,64.2,Diesel,2.0
 Focus,2019.0, 14990,Manual,11365,145,60.1,Petrol,1.0
 Focus,2019.0, 17217,Manual,2492,145,60.1,Petrol,1.0
 Focus,2017.0, 10000,Manual,16330,145,60.1,Petrol,1.0
 Focus,2019.0, 16410,Manual,5,145,74.3,Diesel,1.5
 Focus,2019.0, 15590,Manual,8895,145,60.1,Petrol,1.0
 Focus,2017.0, 11510,Semi-Auto,18150,125,51.4,Petrol,1.0
 Focus,2017.0, 17197,Manual,22093,145,67.3,Diesel,2.0
 Focus,2018.0, 14791,Manual,10103,145,58.9,Petrol,1.0
 Focus,2019.0, 17520,Manual,5236,145,60.1,Petrol,1.0
 Focus,2019.0, 19110,Manual,10018,145,50.4,Petrol,1.5
 Focus,2014.0, 7730,Manual,47394,20,67.3,Diesel,1.6
 Focus,2017.0, 11800,Manual,9654,150,60.1,Petrol,1.0
 Focus,2015.0, 8498,Manual,25169,0,74.3,Diesel,1.5
 Focus,2019.0, 16798,Manual,15305,145,62.8,Diesel,2.0
 Focus,2015.0, 13352,Manual,33986,200,41.5,Petrol,2.0
 Focus,2019.0, 14110,Manual,7862,145,60.1,Petrol,1.0
 Focus,2019.0, 17500,Automatic,4281,145,51.4,Petrol,1.0
 Focus,2019.0, 17520,Manual,4132,145,60.1,Petrol,1.0
 Focus,2020.0, 19990,Manual,2525,145,58.9,Petrol,1.0
 Focus,2019.0, 17520,Manual,2269,145,60.1,Petrol,1.0
 Focus,2019.0, 17520,Manual,3121,145,60.1,Petrol,1.0
 Focus,2019.0, 17520,Manual,4764,145,60.1,Petrol,1.0
 Focus,2018.0, 18987,Manual,13081,145,67.3,Diesel,2.0
 Focus,2016.0, 8500,Manual,61087,0,74.3,Diesel,1.5
 Focus,2016.0, 10290,Automatic,19816,125,51.4,Petrol,1.0
 Focus,2014.0, 8794,Manual,42829,145,47.9,Petrol,1.6
 Focus,2017.0, 11600,Manual,23500,145,60.1,Petrol,1.0
 Focus,2019.0, 15600,Manual,10900,145,58.9,Petrol,1.0
 Focus,2020.0, 19990,Automatic,5588,145,74.3,Diesel,1.5
 Focus,2019.0, 15470,Manual,8958,145,49.6,Petrol,1.0
 Focus,2018.0, 13750,Manual,4915,145,74.3,Diesel,1.5
 Focus,2017.0, 11920,Semi-Auto,10672,0,74.3,Diesel,1.5
 Focus,2017.0, 9500,Manual,39382,20,60.1,Petrol,1.0
 Focus,2016.0, 8750,Manual,46507,0,74.3,Diesel,1.5
 Focus,2018.0, 12999,Manual,9500,145,57.7,Petrol,1.0
 Focus,2016.0, 10699,Semi-Auto,12948,165,44.8,Petrol,1.6
 Focus,2019.0, 17520,Manual,1981,145,60.1,Petrol,1.0
 Focus,2019.0, 17020,Manual,12580,145,60.1,Petrol,1.0
 Focus,2018.0, 12630,Manual,20790,145,57.7,Petrol,1.0
 Focus,2018.0, 18567,Manual,18400,,67.3,Diesel,2.0
 Focus,2018.0, 13291,Manual,23496,145,57.7,Petrol,1.0
 Focus,2019.0, 16950,Manual,1592,145,60.1,Petrol,1.0
 Focus,2018.0, 17700,Manual,10558,,41.5,Petrol,2.0
 Focus,2019.0, 18020,Automatic,4084,145,53.3,Diesel,1.5
 Focus,2019.0, 16410,Manual,13245,145,74.3,Diesel,1.5
 Focus,2014.0, 12500,Manual,45599,235,39.2,Petrol,2.0
 Focus,2018.0, 18000,Manual,5909,145,41.5,Petrol,2.0
 Focus,2017.0, 18490,Manual,14457,145,67.3,Diesel,2.0
 Focus,2018.0, 10995,Manual,28526,145,74.3,Diesel,1.5
 Focus,2017.0, 11999,Manual,2240,20,60.1,Petrol,1.0
 Focus,2015.0, 7990,Manual,27792,20,61.4,Petrol,1.0
 Focus,2015.0, 7600,Manual,43919,20,61.4,Petrol,1.0
 Focus,2017.0, 10390,Manual,30261,0,74.3,Diesel,1.5
 Focus,2018.0, 15295,Manual,4544,145,74.3,Diesel,1.5
 Focus,2019.0, 15295,Manual,9695,145,58.9,Petrol,1.0
 Focus,2019.0, 15295,Manual,11817,145,58.9,Petrol,1.0
 Focus,2018.0, 20995,Manual,965,145,60.1,Petrol,1.0
 Focus,2018.0, 17495,Semi-Auto,36413,145,61.4,Diesel,2.0
 Focus,2017.0, 12891,Automatic,13800,145,46.3,Petrol,1.5
 Focus,2017.0, 9920,Automatic,49031,145,46.3,Petrol,1.5
 Focus,2015.0, 7500,Manual,73831,0,74.3,Diesel,1.5
 Focus,2017.0, 10680,Manual,13219,145,61.4,Petrol,1.0
 Focus,2019.0, 19210,Manual,9024,145,58.9,Petrol,1.0
 Focus,2018.0, 11000,Manual,10822,145,60.1,Petrol,1.0
 Focus,2019.0, 16295,Manual,7412,145,58.9,Petrol,1.0
 Focus,2017.0, 12000,Manual,13318,150,60.1,Petrol,1.0
 Focus,2016.0, 9897,Manual,35199,20,60.1,Petrol,1.0
 Focus,2019.0, 15295,Manual,12556,145,58.9,Petrol,1.0
 Focus,2018.0, 14491,Manual,22052,145,60.1,Petrol,1.0
 Focus,2019.0, 15330,Manual,8109,145,60.1,Petrol,1.0
 Focus,2019.0, 15450,Manual,10794,145,60.1,Petrol,1.0
 Focus,2019.0, 18491,Manual,6121,145,58.9,Petrol,1.0
 Focus,2019.0, 14540,Manual,5908,145,80.7,Diesel,1.5
 Focus,2019.0, 17991,Automatic,17520,145,50.4,Petrol,1.0
 Focus,2018.0, 11500,Manual,23890,145,74.3,Diesel,1.5
 Focus,2014.0, 7999,Manual,29160,30,56.5,Petrol,1.0
 Focus,2016.0, 10350,Manual,19508,0,74.3,Diesel,1.5
 Focus,2018.0, 18499,Manual,15254,145,41.5,Petrol,2.0
 Focus,2019.0, 17520,Manual,4595,145,60.1,Petrol,1.0
 Focus,2015.0, 7998,Manual,27109,20,61.4,Petrol,1.0
 Focus,2015.0, 8490,Manual,65273,0,74.3,Diesel,1.5
 Focus,2017.0, 11490,Manual,63686,20,70.6,Diesel,2.0
 Focus,2019.0, 16000,Manual,10592,150,49.6,Petrol,1.0
 Focus,2019.0, 18795,Manual,4581,150,49.6,Petrol,1.0
 Focus,2019.0, 16295,Manual,8911,150,60.1,Petrol,1.0
 Focus,2019.0, 19000,Manual,8800,150,74.3,Diesel,1.5
 Focus,2019.0, 18500,Manual,7200,150,46.3,Petrol,1.5
 Focus,2019.0, 17295,Manual,4870,150,58.9,Petrol,1.0
 Focus,2019.0, 17500,Manual,2160,150,58.9,Petrol,1.0
 Focus,2019.0, 16500,Manual,2901,150,58.9,Petrol,1.0
 Focus,2018.0, 13597,Manual,11148,145,57.7,Petrol,1.0
 Focus,2015.0, 8497,Manual,39588,0,74.3,Diesel,1.5
 Focus,2018.0, 13150,Manual,5055,145,57.7,Petrol,1.0
 Focus,2018.0, 17850,Manual,8781,145,41.5,Petrol,2.0
 Focus,2016.0, 11625,Semi-Auto,15618,125,51.4,Petrol,1.0
 Focus,2019.0, 21925,Automatic,5998,145,64.2,Diesel,2.0
 Focus,2018.0, 11250,Manual,19338,145,61.4,Petrol,1.0
 Focus,2019.0, 17725,Manual,10857,145,74.3,Diesel,1.5
 Focus,2019.0, 17325,Manual,6325,145,60.1,Petrol,1.0
 Focus,2015.0, 7260,Manual,60661,20,60.1,Petrol,1.0
 Focus,2017.0, 16980,Semi-Auto,25782,145,61.4,Diesel,2.0
 Focus,2017.0, 9940,Manual,25887,0,74.3,Diesel,1.5
 Focus,2015.0, 6980,Manual,61689,0,74.3,Diesel,1.5
 Focus,2017.0, 12790,Semi-Auto,8881,125,51.4,Petrol,1.0
 Focus,2018.0, 13790,Manual,9311,145,51.4,Petrol,1.5
 Focus,2019.0, 16998,Manual,11370,145,74.3,Diesel,1.5
 Focus,2017.0, 11498,Manual,40850,145,74.3,Diesel,1.5
 Focus,2019.0, 15340,Manual,9876,150,60.1,Petrol,1.0
 Focus,2014.0, 6591,Manual,80427,125,56.5,Diesel,2.0
 Focus,2019.0, 15330,Manual,9968,145,60.1,Petrol,1.0
 Focus,2018.0, 18090,Manual,19055,145,41.5,Petrol,2.0
 Focus,2016.0, 9677,Manual,30088,0,74.3,Diesel,1.5
 Focus,2016.0, 10417,Automatic,11990,125,51.4,Petrol,1.0
 Focus,2017.0, 12795,Manual,7299,145,74.3,Diesel,1.5
 Focus,2018.0, 11795,Manual,11086,145,60.1,Petrol,1.0
 Focus,2018.0, 14999,Manual,9795,145,58.9,Petrol,1.0
 Focus,2017.0, 11499,Manual,30905,145,70.6,Diesel,2.0
 Focus,2015.0, 8990,Manual,36574,20,60.1,Petrol,1.0
 Focus,2016.0, 9990,Manual,59407,20,58.9,Petrol,1.0
 Focus,2018.0, 18990,Manual,8624,145,41.5,Petrol,2.0
 Focus,2019.0, 15790,Automatic,5114,145,64.2,Diesel,2.0
 Focus,2016.0, 15990,Manual,16107,20,67.3,Diesel,2.0
 Focus,2019.0, 15990,Manual,6314,145,60.1,Petrol,1.0
 Focus,2019.0, 26490,Manual,2903,145,34.5,Petrol,2.3
 Focus,2018.0, 18995,Manual,20294,145,41.5,Petrol,2.0
 Focus,2018.0, 18998,Manual,19139,145,67.3,Diesel,2.0
 Focus,2016.0, 7498,Manual,62228,0,74.3,Diesel,1.5
 Focus,2018.0, 11095,Manual,21123,145,60.1,Petrol,1.0
 Focus,2016.0, 10291,Semi-Auto,21156,125,51.4,Petrol,1.0
 Focus,2020.0, 18495,Manual,5500,145,60.1,Petrol,1.0
 Focus,2014.0, 7491,Manual,31103,30,56.5,Petrol,1.0
 Focus,2014.0, 7830,Manual,28598,30,56.5,Petrol,1.0
 Focus,2019.0, 19500,Automatic,5589,145,64.2,Diesel,2.0
 Focus,2019.0, 19000,Manual,5672,145,70.6,Diesel,2.0
 Focus,2019.0, 19500,Automatic,3374,145,50.4,Diesel,1.5
 Focus,2019.0, 20000,Manual,6156,145,57.7,Diesel,1.5
 Focus,2019.0, 19500,Automatic,6307,145,64.2,Diesel,2.0
 Focus,2019.0, 15295,Manual,5396,145,60.1,Petrol,1.0
 Focus,2019.0, 16000,Manual,9209,145,49.6,Petrol,1.0
 Focus,2018.0, 11999,Manual,16473,145,60.1,Petrol,1.0
